HJD,Relative_Flux,Relative_Flux_Uncertainty,Accepted,phase
2453549.1095373,0.980327,0.008413,1,-0.026227303164063187
2453549.1096647,0.983748,0.008135,1,-0.02619115879727474
2453549.1097921,0.986597,0.00885,1,-0.026155014430457868
2453549.1099196,0.980961,0.008068,1,-0.026118841527477343
2453549.110047,0.983582,0.008653,1,-0.026082697160660473
2453549.1101744,0.982247,0.008184,1,-0.026046552793872024
2453549.1103019,0.979372,0.008431,1,-0.0260103798908915
2453549.1104293,0.986484,0.008411,1,-0.02597423552407463
2453549.1105567,0.999747,0.008135,1,-0.02593809115728618
2453549.1108116,0.967596,0.008849,1,-0.025865773887488785
2453549.110939,0.974328,0.008065,1,-0.025829629520700337
2453549.1110664,0.989635,0.008643,1,-0.02579348502177936
2453549.1111939,0.96813,0.008181,1,-0.025757312250902942
2453549.1113213,0.976296,0.008432,1,-0.02572116788408607
2453549.1114487,1.002999,0.008627,1,-0.025685023385193517
2453549.1115762,0.983708,0.008276,1,-0.025648850614317098
2453549.111831,0.9961,0.008636,1,-0.025576561748579252
2453549.1119584,0.987035,0.008437,1,-0.025540417381790803
2453549.1120859,0.97784,0.008478,1,-0.025504244610914384
2453549.1122133,0.975935,0.00844,1,-0.025468100111993408
2453549.1123407,0.978779,0.00861,1,-0.02543195574520496
2453549.1128141,0.971442,0.008562,1,-0.025297648261926042
2453549.1129416,0.980605,0.008244,1,-0.025261475491078045
2453549.113069,0.980607,0.008591,1,-0.02522533099215707
2453549.1131964,0.988088,0.008426,1,-0.0251891866253402
2453549.1133237,0.989965,0.00848,1,-0.025153070530507193
2453549.1134513,0.988071,0.008431,1,-0.025116869355571225
2453549.1137061,0.985047,0.008604,1,-0.025044580621965906
2453549.1138336,0.991092,0.008559,1,-0.02500840771898538
2453549.113961,0.988538,0.008243,1,-0.02497226335216851
2453549.1140884,0.967958,0.008612,1,-0.024936118985380062
2453549.1142157,0.986438,0.008421,1,-0.024900002890518635
2453549.1143433,0.970958,0.008481,1,-0.024863801715582667
2453549.1144707,0.994081,0.00843,1,-0.024827657348765797
2453549.1145981,0.988365,0.008604,1,-0.024791512849873243
2453549.1147256,1.000483,0.008556,1,-0.024755340078996824
2453549.114853,1.005171,0.008242,1,-0.024719195712179953
2453549.1149804,0.98403,0.008609,1,-0.024683051213258977
2453549.1151078,0.994098,0.008479,1,-0.02464690684647053
2453549.1152353,0.984452,0.00843,1,-0.02461073407559411
2453549.1153627,0.98165,0.008599,1,-0.024574589576673134
2453549.1154902,0.983852,0.008556,1,-0.024538416805825136
2453549.1156176,1.001715,0.008242,1,-0.024502272439008266
2453549.115745,0.986714,0.00861,1,-0.02446612794008729
2453549.1158725,0.987909,0.008422,1,-0.02442995516921087
2453549.1159998,0.992503,0.008475,1,-0.024393839074377865
2453549.1161273,0.97689,0.008587,1,-0.024357666303501446
2453549.1162546,0.999752,0.008483,1,-0.02432155020864002
2453549.1165096,0.981731,0.008171,1,-0.024249204666915603
2453549.116637,0.989793,0.008877,1,-0.024213060300098732
2453549.1167645,0.992971,0.008087,1,-0.024176887529250735
2453549.1168918,0.983987,0.008666,1,-0.024140771434389308
2453549.1170193,0.987701,0.00819,1,-0.02410459866351289
2453549.1171466,0.989043,0.008436,1,-0.02406848256865146
2453549.1176928,0.985482,0.008419,1,-0.023913521237005853
2453549.1178203,0.973754,0.008141,1,-0.023877348334025328
2453549.1179477,0.990971,0.008857,1,-0.02384120396723688
2453549.1180751,0.979703,0.008073,1,-0.02380505960042001
2453549.1182025,0.985952,0.008659,1,-0.023768915101499033
2453549.11833,0.976254,0.008183,1,-0.023732742330622614
2453549.1184574,0.973292,0.008432,1,-0.023696597963834165
2453549.1185848,0.984352,0.008415,1,-0.02366045346491319
2453549.1187123,0.975497,0.008135,1,-0.02362428069403677
2453549.119222,0.993516,0.008854,1,-0.023479674690662478
2453549.1193494,0.971184,0.008068,1,-0.023443530191741502
2453549.1194769,0.968426,0.008653,1,-0.023407357420865083
2453549.1196043,0.980524,0.008185,1,-0.023371213054048212
2453549.1197317,0.981859,0.008432,1,-0.023335068555155658
2453549.1198591,0.979418,0.008414,1,-0.023298924188338788
2453549.1199866,0.98539,0.008128,1,-0.02326275141746237
2453549.120114,0.980487,0.008853,1,-0.023226606918541393
2453549.1202414,0.985885,0.008072,1,-0.023190462551752944
2453549.1203689,0.984726,0.008652,1,-0.023154289780876525
2453549.1204963,0.986904,0.008185,1,-0.02311814528195555
2453549.1206237,0.97146,0.008428,1,-0.0230820009151671
2453549.1207512,0.978823,0.008412,1,-0.02304582814429068
2453549.1208786,0.989577,0.008133,1,-0.023009683645369705
2453549.121006,0.988661,0.008854,1,-0.022973539278581256
2453549.1211334,0.996022,0.008068,1,-0.02293739477966028
2453549.1212609,0.990406,0.008646,1,-0.02290122200878386
2453549.1213883,0.985544,0.008184,1,-0.02286507764196699
2453549.1215157,0.979058,0.008431,1,-0.022828933143074437
2453549.1216432,1.001517,0.008625,1,-0.022792760372198018
2453549.1217706,0.99463,0.008636,1,-0.022756616005381147
2453549.121898,0.978241,0.008438,1,-0.02272047150646017
2453549.1220255,0.984951,0.008489,1,-0.022684298735612174
2453549.1224987,0.998569,0.008441,1,-0.022550048060480776
2453549.1226263,0.9833,0.00861,1,-0.022513846885544808
2453549.1227536,0.979681,0.008562,1,-0.02247773079068338
2453549.1228811,0.982605,0.008245,1,-0.022441558019806962
2453549.1230086,0.977142,0.008614,1,-0.022405385248958964
2453549.123136,0.983617,0.008425,1,-0.022369240882142094
2453549.1232634,0.982924,0.008481,1,-0.022333096383221118
2453549.1233907,0.966367,0.008433,1,-0.022296980288388113
2453549.1235183,0.978216,0.008603,1,-0.02226077924555625
2453549.1236456,0.989871,0.008559,1,-0.022224663150694823
2453549.1237731,0.986985,0.008241,1,-0.022188490379846826
2453549.1239006,0.97646,0.008611,1,-0.022152317608970407
2453549.124028,0.988906,0.008421,1,-0.02211617311004943
2453549.1241554,0.994871,0.008478,1,-0.02208002874323256
2453549.1242828,0.990163,0.008433,1,-0.022043884244340006
2453549.1245376,0.965778,0.008597,1,-0.02197159537860216
2453549.1246652,0.98535,0.008558,1,-0.02193539433579872
2453549.12492,0.984633,0.008612,1,-0.021863105470060873
2453549.1250475,0.980275,0.00842,1,-0.021826932699212875
2453549.1251748,0.983605,0.008476,1,-0.02179081660435145
2453549.1253023,0.98909,0.008602,1,-0.02175464383347503
2453549.1254296,0.981611,0.008554,1,-0.021718527738613602
2453549.1255572,0.969734,0.008241,1,-0.021682326563706056
2453549.1256846,0.989678,0.00861,1,-0.021646182196889185
2453549.125812,0.984871,0.008418,1,-0.02161003769796821
2453549.1259395,0.990233,0.008477,1,-0.02157386492709179
2453549.1260669,0.978062,0.008428,1,-0.02153772056030334
2453549.1261943,0.993781,0.008604,1,-0.021501576061382366
2453549.1263216,0.979189,0.008481,1,-0.021465460098625044
2453549.1264492,0.976147,0.008168,1,-0.021429258923717498
2453549.1265765,0.983049,0.008873,1,-0.02139314282885607
2453549.1268315,0.984297,0.008084,1,-0.021320797287131654
2453549.1276689,0.981158,0.00866,1,-0.021083220033432326
2453549.1277963,0.98978,0.00819,1,-0.02104707553451135
2453549.1279237,1.005064,0.008439,1,-0.0210109311677229
2453549.1280512,0.977403,0.0084,1,-0.020974758396846482
2453549.1281786,1.003325,0.008143,1,-0.020938613897925507
2453549.128306,0.976791,0.008851,1,-0.020902469531108636
2453549.1284334,0.996942,0.008069,1,-0.020866325164320187
2453549.1285609,0.983613,0.00865,1,-0.020830152261339663
2453549.1286883,1.006195,0.008184,1,-0.020794007894522792
2453549.1288157,0.990761,0.008431,1,-0.020757863527734344
2453549.1289432,0.988442,0.008411,1,-0.02072169062475382
2453549.1290706,0.991665,0.008132,1,-0.02068554625793695
2453549.129198,1.001723,0.00885,1,-0.0206494018911485
2453549.1293255,0.982057,0.008067,1,-0.020613228988167975
2453549.1294529,0.986406,0.008644,1,-0.020577084621351105
2453549.1295803,0.982634,0.008181,1,-0.020540940254534235
2453549.1297078,1.006651,0.008433,1,-0.02050476735158213
2453549.1298352,0.997796,0.00841,1,-0.02046862298476526
2453549.1299626,0.994197,0.008128,1,-0.02043247861794839
2453549.13009,0.9752,0.008847,1,-0.020396334119027415
2453549.1302175,0.992183,0.008069,1,-0.020360161348179417
2453549.1303449,0.978762,0.008647,1,-0.020324016981362547
2453549.1304723,0.987352,0.008181,1,-0.02028787248244157
2453549.1305998,0.971689,0.008428,1,-0.020251699711593574
2453549.1307272,0.99003,0.008392,1,-0.020215555344776703
2453549.1308546,0.984696,0.008128,1,-0.020179410845855728
2453549.1309821,0.972917,0.008845,1,-0.02014323807500773
2453549.1311095,0.985878,0.008064,1,-0.02010709370819086
2453549.1312369,0.991202,0.008648,1,-0.020070949209269884
2453549.1313644,0.993317,0.008182,1,-0.020034776438393465
2453549.1314918,0.985816,0.008617,1,-0.019998632071605016
2453549.1316192,0.982746,0.008272,1,-0.01996248757268404
2453549.1317466,0.982231,0.008632,1,-0.01992634320586717
2453549.1318741,0.987762,0.008434,1,-0.019890170435019172
2453549.1320015,0.985333,0.008485,1,-0.019854025936098196
2453549.1324748,0.982924,0.008436,1,-0.01971974685690725
2453549.1326022,0.971901,0.008604,1,-0.01968360249009038
2453549.1327296,0.98332,0.008558,1,-0.019647457991169404
2453549.1328571,0.976683,0.008241,1,-0.019611285220321406
2453549.1329845,0.976796,0.00861,1,-0.019575140853504536
2453549.1331119,0.986613,0.008421,1,-0.01953899635458356
2453549.1332394,0.983834,0.00843,1,-0.01950282358370714
2453549.1333668,0.989624,0.0086,1,-0.019466679216918692
2453549.1334942,0.976298,0.008554,1,-0.019430534717997716
2453549.1336216,0.983763,0.008238,1,-0.019394390351180846
2453549.1337491,0.983409,0.008598,1,-0.019358217580332848
2453549.1338765,0.97631,0.008418,1,-0.019322073081411872
2453549.1340039,0.988065,0.008478,1,-0.019285928714595002
2453549.1341314,0.989893,0.008428,1,-0.019249755943747004
2453549.1342588,0.995421,0.008597,1,-0.01921361144482603
2453549.1343862,0.997236,0.008554,1,-0.01917746707800916
2453549.1345137,0.99605,0.008237,1,-0.01914129430713274
2453549.1346411,0.993942,0.008609,1,-0.019105149808240185
2453549.1347685,0.98326,0.008414,1,-0.019069005441423315
2453549.1348959,0.98439,0.008463,1,-0.019032861074606444
2453549.1350234,0.97265,0.008423,1,-0.01899668817162592
2453549.1351508,0.988723,0.008595,1,-0.01896054380483747
2453549.1352782,0.992494,0.008552,1,-0.0189243994380206
2453549.1354057,0.981867,0.008608,1,-0.018888226535040076
2453549.1355331,1.00553,0.008416,1,-0.018852082168251627
2453549.135788,0.981304,0.008473,1,-0.018779764898454232
2453549.1359154,0.995157,0.008424,1,-0.018743620531665783
2453549.1360428,0.975846,0.008595,1,-0.018707476164848913
2453549.1361703,1.011589,0.00848,1,-0.01867130326186839
2453549.1362977,0.98693,0.008164,1,-0.018635158895051518
2453549.1365525,0.994541,0.008869,1,-0.018562870029342093
2453549.13668,0.995456,0.008081,1,-0.018526697258465674
2453549.1368074,0.976929,0.008661,1,-0.018490552891677225
2453549.1373536,0.979184,0.008185,1,-0.01833559142789909
2453549.137481,0.980209,0.00844,1,-0.01829944706111064
2453549.1376084,0.988795,0.008417,1,-0.018263302562189665
2453549.1378633,0.992183,0.00813,1,-0.018190985424496375
2453549.1379907,0.985085,0.008851,1,-0.01815484092560382
2453549.1381182,0.979408,0.008069,1,-0.018118668154727402
2453549.1382456,0.974339,0.008649,1,-0.01808252378791053
2453549.138373,0.985061,0.008181,1,-0.018046379288989556
2453549.1385005,0.973931,0.008429,1,-0.018010206518141558
2453549.1386279,0.987242,0.008412,1,-0.017974062151324688
2453549.1387553,0.979754,0.008131,1,-0.017937917652403712
2453549.1388828,0.981284,0.008847,1,-0.017901744881555715
2453549.1390102,0.973755,0.008048,1,-0.017865600514738844
2453549.1391376,0.99794,0.008649,1,-0.01782945601581787
2453549.139265,0.986236,0.008182,1,-0.01779331164902942
2453549.1393925,0.983376,0.008428,1,-0.017757138878153
2453549.1395199,0.982692,0.00841,1,-0.017720994379232025
2453549.1396473,0.988721,0.008132,1,-0.017684850012415154
2453549.1397748,0.990899,0.008848,1,-0.017648677241567157
2453549.1399022,0.979759,0.008064,1,-0.01761253274264618
2453549.1400296,0.987121,0.008648,1,-0.01757638837582931
2453549.1401571,0.981218,0.008184,1,-0.017540215604981313
2453549.1402845,0.966931,0.008425,1,-0.017504071106060337
2453549.1404119,0.989967,0.008411,1,-0.017467926739243467
2453549.1405394,0.973147,0.008128,1,-0.01743175396839547
2453549.1406668,0.977819,0.008844,1,-0.017395609469474493
2453549.1407942,0.992024,0.008059,1,-0.017359465102657623
2453549.1409216,0.986407,0.008648,1,-0.017323320603736647
2453549.1410491,1.000129,0.008182,1,-0.01728714783288865
2453549.1411765,0.967871,0.00843,1,-0.01725100346607178
2453549.1413039,0.976901,0.008614,1,-0.017214858967150803
2453549.1414314,0.989339,0.008272,1,-0.017178686196274384
2453549.1415588,0.980244,0.008629,1,-0.017142541829485936
2453549.1416862,0.994593,0.008435,1,-0.01710639733056496
2453549.1421595,0.983706,0.008487,1,-0.016972118251374013
2453549.1422869,0.978881,0.008433,1,-0.016935973884557143
2453549.1424144,0.995133,0.008608,1,-0.016899801113709145
2453549.1425418,0.974868,0.008552,1,-0.01686365661478817
2453549.1426692,0.99208,0.008243,1,-0.0168275122479713
2453549.1427966,0.982705,0.00861,1,-0.01679136788115443
2453549.1429241,0.96815,0.008419,1,-0.016755194978202326
2453549.1430515,0.994565,0.00848,1,-0.016719050611385455
2453549.1431789,0.982476,0.008429,1,-0.016682906244568585
2453549.1433064,0.982735,0.008601,1,-0.01664673334158806
2453549.1434338,0.981494,0.008554,1,-0.01661058897479961
2453549.1435612,0.992059,0.008608,1,-0.01657444460798274
2453549.1436887,0.986932,0.008421,1,-0.016538271705002217
2453549.1439435,0.98502,0.008475,1,-0.016465982971396897
2453549.1440709,0.981142,0.008431,1,-0.01642983847247592
2453549.1441984,0.981711,0.008601,1,-0.016393665701627924
2453549.1443258,0.997077,0.008242,1,-0.016357521334811054
2453549.1444532,0.984024,0.008607,1,-0.016321376835890078
2453549.1447081,0.969732,0.008414,1,-0.01624905969822521
2453549.1448355,0.996511,0.008475,1,-0.016212915199304234
2453549.144963,0.988805,0.008429,1,-0.016176742428427815
2453549.1450904,0.990621,0.008596,1,-0.016140598061639366
2453549.1452178,0.977576,0.008554,1,-0.01610445356271839
2453549.1453453,0.979662,0.008234,1,-0.01606828079184197
2453549.1454727,0.975947,0.008604,1,-0.016032136425053523
2453549.1456001,0.987409,0.008418,1,-0.015995991926132547
2453549.145855,0.986748,0.008471,1,-0.015923674788439257
2453549.1459824,0.994335,0.008428,1,-0.015887530289546703
2453549.1461098,0.986229,0.008598,1,-0.015851385922729833
2453549.1462373,0.994423,0.008479,1,-0.015815213151853413
2453549.1463647,0.98364,0.008164,1,-0.015779068652932438
2453549.1464921,0.98639,0.008873,1,-0.01574292428614399
2453549.1470383,0.9794,0.00808,1,-0.015587962822365853
2453549.1471657,0.983534,0.00866,1,-0.015551818455577404
2453549.1472932,1.005791,0.00819,1,-0.015515645684700985
2453549.1474206,0.996981,0.008437,1,-0.015479501185780009
2453549.147548,0.987838,0.008417,1,-0.01544335681899156
2453549.1476755,0.976092,0.008127,1,-0.015407184048115141
2453549.1478029,0.975541,0.00885,1,-0.015371039549194165
2453549.1479303,0.994735,0.008072,1,-0.015334895182377295
2453549.1480578,0.973995,0.008651,1,-0.015298722411529297
2453549.1481852,0.970354,0.008188,1,-0.015262577912608322
2453549.1483126,0.977875,0.00843,1,-0.015226433545791451
2453549.14844,0.992436,0.008411,1,-0.015190289046870475
2453549.1485675,0.994812,0.008134,1,-0.015154116276022478
2453549.1486949,0.979846,0.00885,1,-0.015117971909205608
2453549.1488223,0.982216,0.008066,1,-0.015081827410284632
2453549.1489498,0.990628,0.00865,1,-0.015045654639436634
2453549.1490772,1.000214,0.00818,1,-0.015009510272619764
2453549.1492046,0.988026,0.008431,1,-0.014973365773698788
2453549.1493321,0.978616,0.008412,1,-0.01493719300285079
2453549.1494595,0.983816,0.008134,1,-0.01490104863603392
2453549.1495869,0.986466,0.008851,1,-0.014864904137112944
2453549.1497144,0.985376,0.008058,1,-0.014828731366236525
2453549.1498418,0.993579,0.008651,1,-0.014792586999448076
2453549.1499692,0.992373,0.008176,1,-0.0147564425005271
2453549.1500966,0.986608,0.008427,1,-0.01472029813371023
2453549.1502241,0.98987,0.008412,1,-0.014684125362862233
2453549.1503515,0.998965,0.008133,1,-0.014647980863941257
2453549.1504789,0.975128,0.008851,1,-0.014611836497124386
2453549.1506064,0.996032,0.008067,1,-0.014575663726276389
2453549.1507338,0.976447,0.008648,1,-0.014539519227355413
2453549.1508612,0.985607,0.008182,1,-0.014503374860538543
2453549.1509887,0.994476,0.008432,1,-0.014467202089662123
2453549.1511161,0.989579,0.008622,1,-0.01443105759076957
2453549.1512435,0.97994,0.008272,1,-0.014394913223952699
2453549.1513709,0.983142,0.008631,1,-0.014358768725031723
2453549.1518442,0.977379,0.008433,1,-0.014224489645840777
2453549.1519716,0.99289,0.008486,1,-0.014188345279023906
2453549.1520991,0.977995,0.008439,1,-0.014152172508175909
2453549.1522265,0.992601,0.008607,1,-0.014116028009254933
2453549.1523539,0.977412,0.00856,1,-0.014079883642438062
2453549.1524814,0.972969,0.008238,1,-0.014043710871590065
2453549.1526088,1.005849,0.008614,1,-0.014007566372669089
2453549.1527362,0.998855,0.008425,1,-0.013971422005852219
2453549.1528637,0.981857,0.008473,1,-0.0139352492349758
2453549.1529911,0.97767,0.008432,1,-0.013899104736083245
2453549.1531185,0.980338,0.008602,1,-0.013862960369266375
2453549.1532459,0.975275,0.008555,1,-0.013826816002449505
2453549.1533734,0.967558,0.00824,1,-0.01379064309946898
2453549.1535008,0.984398,0.008609,1,-0.013754498732680531
2453549.1536282,0.958962,0.008415,1,-0.01371835436586366
2453549.1537557,0.97125,0.008475,1,-0.013682181462883136
2453549.1538831,0.99151,0.008428,1,-0.013646037096094688
2453549.1540105,0.991872,0.008586,1,-0.013609892729277817
2453549.1542654,0.999949,0.00855,1,-0.013537575459508844
2453549.1543928,0.987082,0.008237,1,-0.013501431092691973
2453549.1545203,0.9909,0.008609,1,-0.013465258189711449
2453549.1546477,0.978763,0.008419,1,-0.013429113822894578
2453549.1547751,0.97426,0.008469,1,-0.01339296945610613
2453549.1549025,0.959091,0.008427,1,-0.013356824957185154
2453549.15503,0.98793,0.008601,1,-0.013320652186308735
2453549.1551574,0.986659,0.008554,1,-0.013284507819520286
2453549.1552848,0.983548,0.008236,1,-0.01324836332059931
2453549.1554123,0.993472,0.008606,1,-0.01321219054972289
2453549.1556671,0.983883,0.008419,1,-0.013139901684013466
2453549.1557946,0.97563,0.008474,1,-0.013103728913137047
2453549.155922,0.97669,0.008431,1,-0.013067584546320177
2453549.1560494,0.987329,0.008597,1,-0.013031440047427623
2453549.1561769,0.985004,0.008469,1,-0.012995267276551203
2453549.1566987,0.987304,0.008168,1,-0.01284722834503782
2453549.1568262,0.996554,0.008874,1,-0.0128110555741614
2453549.1569536,0.979596,0.008073,1,-0.012774911207372952
2453549.157081,0.990197,0.008664,1,-0.012738766708451976
2453549.1572084,0.983004,0.008192,1,-0.012702622341635106
2453549.1573359,0.972973,0.008436,1,-0.012666449570758687
2453549.1574633,0.984334,0.008385,1,-0.012630305071866132
2453549.1575907,0.987231,0.008135,1,-0.012594160705049262
2453549.1577182,0.99368,0.008846,1,-0.012557987934172843
2453549.1578456,0.974224,0.008069,1,-0.012521843435251867
2453549.157973,0.970453,0.008653,1,-0.012485699068463418
2453549.1581005,0.980201,0.008184,1,-0.012449526297587
2453549.1582279,0.978853,0.00843,1,-0.012413381798666023
2453549.1583553,0.992142,0.008413,1,-0.012377237431877575
2453549.1584828,0.974792,0.008134,1,-0.012341064661001155
2453549.1586102,0.986929,0.008852,1,-0.01230492016208018
2453549.1587376,0.989369,0.008069,1,-0.012268775795291731
2453549.158865,0.997459,0.008653,1,-0.012232631296370755
2453549.1589925,0.978531,0.008182,1,-0.012196458525494336
2453549.1591199,0.990747,0.008427,1,-0.012160314158705887
2453549.1592473,0.973492,0.008405,1,-0.012124169659784911
2453549.1593748,0.98725,0.008134,1,-0.012087996888908492
2453549.1595022,0.977801,0.008849,1,-0.012051852522091622
2453549.1596296,0.981216,0.008066,1,-0.012015708023199068
2453549.1597571,0.99505,0.008652,1,-0.011979535252322648
2453549.1598845,0.983105,0.008182,1,-0.011943390885505778
2453549.1601394,0.988681,0.00843,1,-0.011871073615736805
2453549.1602668,0.997521,0.008406,1,-0.011834929248919934
2453549.1603942,0.976374,0.008129,1,-0.011798784749998958
2453549.1605216,0.987356,0.008066,1,-0.01176264038321051
2453549.1606491,0.987397,0.008648,1,-0.01172646761233409
2453549.1607765,0.991943,0.008184,1,-0.011690323113413115
2453549.1609039,0.974505,0.008427,1,-0.011654178746624666
2453549.1610314,0.99431,0.008626,1,-0.011618005975748247
2453549.1615046,0.983859,0.008272,1,-0.011483755168484322
2453549.1616321,0.986141,0.008634,1,-0.011447582397636324
2453549.1617595,0.989181,0.008437,1,-0.011411438030819454
2453549.1618869,0.981423,0.008486,1,-0.011375293531898478
2453549.1620144,0.988282,0.008437,1,-0.01133912076105048
2453549.1621419,0.990119,0.008609,1,-0.011302947990174061
2453549.1622692,0.993506,0.008562,1,-0.011266831895312635
2453549.1623966,0.977523,0.008245,1,-0.011230687528524186
2453549.1625241,0.983304,0.008612,1,-0.011194514757647767
2453549.1626515,0.995466,0.008408,1,-0.01115837025872679
2453549.1627789,0.976765,0.008479,1,-0.01112222589190992
2453549.1629064,0.985325,0.008432,1,-0.011086053121061923
2453549.1630339,0.997343,0.008603,1,-0.011049880350185504
2453549.1631612,0.98346,0.008551,1,-0.011013764255324077
2453549.1632888,0.992237,0.008242,1,-0.01097756308041653
2453549.1634161,0.993461,0.00861,1,-0.010941446985555103
2453549.1636709,1.006785,0.008423,1,-0.010869158251949784
2453549.1637984,0.985761,0.008477,1,-0.01083298534896926
2453549.1639259,0.976271,0.008429,1,-0.01079681257809284
2453549.1640532,0.99761,0.008602,1,-0.01076069661536394
2453549.1641808,0.99214,0.008238,1,-0.010724495440427972
2453549.1643081,0.984205,0.008608,1,-0.010688379345566545
2453549.1644355,0.977622,0.008418,1,-0.010652234978749675
2453549.164563,0.984907,0.008473,1,-0.01061606207576915
2453549.1646904,0.989636,0.008429,1,-0.010579917708980702
2453549.1648179,0.977715,0.008603,1,-0.010543744938104282
2453549.1649453,0.98179,0.008553,1,-0.010507600439183307
2453549.1652001,0.999319,0.008237,1,-0.010435311705577988
2453549.1658373,0.990224,0.008608,1,-0.010254532799194749
2453549.166699,0.991326,0.00842,1,-0.010010061417318639
2453549.1668264,0.987141,0.0086,1,-0.00997391705053019
2453549.1669538,0.989466,0.008481,1,-0.00993777268371332
2453549.1670812,0.988615,0.008173,1,-0.009901628184792344
2453549.1672087,0.988974,0.008882,1,-0.009865455413944346
2453549.1673361,1.00836,0.008091,1,-0.009829311047127476
2453549.1674635,0.991668,0.008672,1,-0.0097931665482065
2453549.167591,0.984612,0.008199,1,-0.009756993777358502
2453549.1677184,0.988928,0.008446,1,-0.009720849410541632
2453549.1678458,0.988191,0.008423,1,-0.009684704911620656
2453549.1679733,0.994984,0.008146,1,-0.009648532140744237
2453549.1681007,0.991377,0.008861,1,-0.009612387773955788
2453549.1682281,0.992622,0.008059,1,-0.009576243275034813
2453549.1683556,0.986846,0.008662,1,-0.009540070504158393
2453549.168483,1.000554,0.008193,1,-0.009503926137369945
2453549.1686104,1.001978,0.00844,1,-0.009467781638448969
2453549.1687378,0.988824,0.008411,1,-0.009431637271632098
2453549.1688653,0.986941,0.00814,1,-0.009395464500784101
2453549.1689927,1.006944,0.008863,1,-0.009359320001863125
2453549.1691201,0.987524,0.008073,1,-0.009323175635046255
2453549.1692476,0.999926,0.008658,1,-0.009287002864198257
2453549.169375,0.98088,0.008188,1,-0.009250858365277281
2453549.1695024,0.982495,0.008436,1,-0.009214713998460411
2453549.1696299,1.003858,0.008421,1,-0.009178541227583992
2453549.1697573,0.984047,0.008138,1,-0.009142396728691438
2453549.1698847,0.990605,0.008858,1,-0.009106252361874567
2453549.1700122,0.987787,0.00807,1,-0.009070079590998148
2453549.1701396,0.989282,0.00866,1,-0.009033935092077172
2453549.170267,1.004814,0.008189,1,-0.008997790725288723
2453549.1703944,1.001207,0.008437,1,-0.008961646226367748
2453549.1705219,0.974901,0.00842,1,-0.008925473455491328
2453549.1706493,0.98934,0.008142,1,-0.00888932908870288
2453549.1707767,0.99621,0.008855,1,-0.008853184589781904
2453549.1709042,1.002631,0.008076,1,-0.008817011818905485
2453549.1710316,0.991576,0.008653,1,-0.008780867452117036
2453549.171505,0.9799,0.008187,1,-0.008646559968838119
2453549.1716324,1.015733,0.008439,1,-0.00861041560204967
2453549.1717597,0.992541,0.008629,1,-0.008574299507188243
2453549.1718873,1.00553,0.008281,1,-0.008538098332252275
2453549.1720147,1.014426,0.008645,1,-0.008501953965463827
2453549.1721421,1.001455,0.008447,1,-0.00846580946654285
2453549.1722696,1.014585,0.008499,1,-0.008429636695666431
2453549.172397,0.993086,0.008443,1,-0.008393492328849561
2453549.1725244,0.999286,0.008615,1,-0.008357347829957007
2453549.1726519,0.987805,0.008562,1,-0.008321175059080588
2453549.1727793,0.999598,0.008251,1,-0.008285030692263717
2453549.1729067,0.996007,0.008621,1,-0.008248886193342742
2453549.1730341,1.001239,0.008431,1,-0.008212741826554293
2453549.1731616,1.009495,0.008443,1,-0.008176569055677874
2453549.173289,0.987709,0.00861,1,-0.008140424556756898
2453549.1734164,0.991786,0.008555,1,-0.008104280189968449
2453549.1735439,0.99642,0.008246,1,-0.00806810741909203
2453549.1736713,1.001407,0.008616,1,-0.008031962920171054
2453549.1737987,1.000411,0.008427,1,-0.007995818553382605
2453549.1739262,0.992633,0.008438,1,-0.007959645782506186
2453549.1740536,0.994184,0.008606,1,-0.00792350128358521
2453549.174181,0.979992,0.008557,1,-0.00788735691676834
2453549.1743084,0.990568,0.008247,1,-0.007851212417875786
2453549.1744359,1.00358,0.008617,1,-0.007815039646999367
2453549.1745633,1.011279,0.00843,1,-0.007778895280182496
2453549.1746906,1.025486,0.008484,1,-0.007742779185349491
2453549.1748182,1.011685,0.008438,1,-0.007706578010413523
2453549.1749456,0.97531,0.008607,1,-0.0076704336435966525
2453549.175073,1.003227,0.00856,1,-0.007634289144675677
2453549.1752005,0.998514,0.008615,1,-0.007598116373827679
2453549.1753279,1.00483,0.008427,1,-0.007561972007010809
2453549.1754553,1.012782,0.008485,1,-0.007525827508089833
2453549.1755826,1.005896,0.008434,1,-0.007489711545360933
2453549.1757102,1.003959,0.008606,1,-0.007453510370424965
2453549.1758376,0.999856,0.008485,1,-0.007417365871503989
2453549.1763594,0.988752,0.008177,1,-0.007269326939990606
2453549.1764869,1.001583,0.008883,1,-0.0072331541691141865
2453549.1766142,1.008911,0.008092,1,-0.007197038074281181
2453549.1767417,1.007312,0.008671,1,-0.007160865303404762
2453549.1768692,1.008294,0.008194,1,-0.007124692532528343
2453549.1769965,0.997935,0.008445,1,-0.007088576437666916
2453549.1771241,0.997267,0.008425,1,-0.007052375394863475
2453549.1772514,1.010205,0.008145,1,-0.007016259300002048
2453549.1773789,1.020145,0.008865,1,-0.00698008652915405
2453549.1775062,1.002058,0.008079,1,-0.006943970434292623
2453549.1776338,1.007306,0.008664,1,-0.006907769259356655
2453549.1777612,1.01401,0.008193,1,-0.006871624892539785
2453549.1778885,1.017427,0.008439,1,-0.00683550879770678
2453549.1780161,0.985451,0.008421,1,-0.006799307622770812
