HJD,Relative_Flux,Relative_Flux_Uncertainty,Accepted,phase
2453344.7163256,0.983214,0.008451,1,-0.014252968285973111
2453344.716453,1.011424,0.008412,1,-0.01421682391915624
2453344.7165804,0.988362,0.00864,1,-0.01418067955233937
2453344.7167079,0.996053,0.008131,1,-0.014144506649358846
2453344.7168353,1.009861,0.00849,1,-0.014108362282570397
2453344.7169627,1.008771,0.008851,1,-0.014072217915753527
2453344.7170902,1.013365,0.008501,1,-0.014036045012773002
2453344.7172176,0.993708,0.008063,1,-0.013999900645984553
2453344.717345,0.99525,0.008646,1,-0.013963756279167683
2453344.7175999,0.981932,0.008177,1,-0.01389143900939871
2453344.7177273,0.99329,0.008412,1,-0.013855294642581839
2453344.7178547,1.008139,0.008487,1,-0.013819150143660863
2453344.7179822,0.985454,0.008405,1,-0.013782977372812866
2453344.7181096,0.991928,0.008257,1,-0.013746833005995995
2453344.718237,1.009977,0.008103,1,-0.01371068850707502
2453344.7183645,0.998932,0.008641,1,-0.0136745157361986
2453344.7184919,1.013131,0.008846,1,-0.013638371369410152
2453344.7186193,1.000237,0.008173,1,-0.013602226870489176
2453344.7187468,0.988446,0.008061,1,-0.013566054099612757
2453344.7188742,1.007543,0.008398,1,-0.013529909732824308
2453344.7190016,1.004102,0.008644,1,-0.013493765233903332
2453344.7191291,1.008945,0.008179,1,-0.013457592463026913
2453344.7196023,1.000429,0.008482,1,-0.013323341787895515
2453344.7197299,1.003305,0.008426,1,-0.013287140612959547
2453344.7198572,0.984643,0.008443,1,-0.01325102451809812
2453344.7199847,0.998301,0.008406,1,-0.013214851747250123
2453344.720112,1.006757,0.008237,1,-0.013178735652388696
2453344.720367,1.005478,0.008128,1,-0.013106390110664279
2453344.7204944,1.011133,0.008631,1,-0.013070245743847408
2453344.7206219,1.014945,0.008844,1,-0.013034072840866884
2453344.7207492,0.999582,0.008062,1,-0.012997956878137984
2453344.7208767,1.001609,0.008387,1,-0.012961784107261565
2453344.7210041,0.997085,0.008647,1,-0.012925639608340589
2453344.7211316,1.008434,0.008318,1,-0.01288946683746417
2453344.7212589,0.992276,0.008176,1,-0.012853350742631164
2453344.7213865,0.994019,0.008475,1,-0.012817149567695196
2453344.7215139,0.985753,0.008425,1,-0.012781005200878326
2453344.7216412,1.006863,0.008442,1,-0.01274488910604532
2453344.7217688,1.002672,0.008401,1,-0.012708687931109353
2453344.7218961,1.000969,0.008238,1,-0.012672571968352031
2453344.7220236,1.005397,0.00813,1,-0.012636399197504034
2453344.7222785,0.991219,0.00863,1,-0.012564081927706638
2453344.7224059,0.986605,0.008833,1,-0.012527937560889768
2453344.7225332,0.999996,0.00816,1,-0.012491821466056763
2453344.7226608,1.004392,0.008062,1,-0.012455620291120795
2453344.7227881,0.993897,0.008386,1,-0.012419504196259368
2453344.7229156,1.003858,0.008646,1,-0.012383331425382949
2453344.7230429,1.026919,0.008317,1,-0.012347215330549943
2453344.7231705,1.001042,0.008175,1,-0.01231101428771808
2453344.7232979,1.014387,0.008465,1,-0.012274869788797105
2453344.7234252,0.995343,0.008425,1,-0.0122387536939641
2453344.7235528,1.007442,0.008441,1,-0.012202552651132237
2453344.7236801,0.997418,0.008233,1,-0.01216643655627081
2453344.7238076,1.003638,0.008625,1,-0.012130263785422812
2453344.7251123,1.003001,0.008162,1,-0.011760109714543887
2453344.7252397,1.002432,0.008618,1,-0.011723965215651333
2453344.7253671,1.002651,0.008377,1,-0.011687820848834463
2453344.7254946,1.004404,0.00827,1,-0.011651648077958043
2453344.725622,0.99375,0.008314,1,-0.011615503579037068
2453344.7257494,1.00003,0.008624,1,-0.011579359212248619
2453344.7258769,0.997954,0.008473,1,-0.0115431864413722
2453344.7260043,1.015283,0.008431,1,-0.011507041942451224
2453344.7261317,0.995559,0.00844,1,-0.011470897575662775
2453344.7262591,0.984714,0.008482,1,-0.011434753208845905
2453344.7263866,0.998197,0.008233,1,-0.01139858030586538
2453344.726514,1.013042,0.008435,1,-0.011362435939076931
2453344.7266414,1.004092,0.008621,1,-0.011326291572260061
2453344.7267689,1.007929,0.008604,1,-0.011290118669279536
2453344.7268963,0.97945,0.008157,1,-0.011253974302491088
2453344.7270237,1.005319,0.008555,1,-0.011217829935674217
2453344.7271512,1.016158,0.008387,1,-0.011181657032693693
2453344.7272786,0.993943,0.008236,1,-0.011145512665876822
2453344.727406,0.995,0.008607,1,-0.011109368299088374
2453344.7275334,0.99513,0.008462,1,-0.011073223800167398
2453344.7276609,0.992543,0.008417,1,-0.011037051029290978
2453344.7277883,0.985121,0.008469,1,-0.01100090666250253
2453344.7279157,1.000752,0.008426,1,-0.010964762163581554
2453344.7280432,1.004977,0.008604,1,-0.010928589392705135
2453344.7281706,0.994592,0.008768,1,-0.010892445025916686
2453344.728298,0.986528,0.00855,1,-0.01085630052699571
2453344.7284255,1.01456,0.008504,1,-0.010820127756119291
2453344.7285529,1.011416,0.008236,1,-0.01078398338930242
2453344.7286803,1.00886,0.00892,1,-0.010747838890409867
2453344.7288078,1.00378,0.008604,1,-0.010711666119533447
2453344.7289352,1.012947,0.008466,1,-0.010675521752716577
2453344.7290626,1.00757,0.008415,1,-0.010639377253795601
2453344.72919,1.005357,0.008651,1,-0.010603232887007152
2453344.7293175,0.993811,0.008471,1,-0.010567060116130733
2453344.7294449,0.998367,0.008501,1,-0.010530915617209757
2453344.7299182,1.006712,0.008425,1,-0.01039663653801881
2453344.7300456,1.005703,0.008507,1,-0.010360492171230362
2453344.730173,0.993137,0.008595,1,-0.010324347672309386
2453344.7303005,0.990338,0.008721,1,-0.010288174901432967
2453344.7304279,0.994853,0.008545,1,-0.010252030534616097
2453344.7305553,0.99164,0.008491,1,-0.010215886035723543
2453344.7306828,0.987,0.008229,1,-0.010179713264847123
2453344.7308102,1.006127,0.008911,1,-0.010143568898030253
2453344.7309376,1.02008,0.008604,1,-0.010107424399109277
2453344.731065,0.986571,0.008451,1,-0.010071280032320828
2453344.7311925,1.010139,0.008413,1,-0.01003510726144441
2453344.7313199,1.006198,0.008643,1,-0.009998962762523433
2453344.7314473,1.011043,0.008501,1,-0.009962818395734985
2453344.7315748,0.996963,0.008423,1,-0.009926645624858565
2453344.7317022,1.00067,0.008503,1,-0.00989050112593759
2453344.7318296,0.982639,0.00859,1,-0.009854356759149141
2453344.7319571,1.016396,0.008727,1,-0.009818183988272722
2453344.7320845,1.003337,0.008549,1,-0.009782039489351746
2453344.7322119,0.997379,0.008486,1,-0.009745895122534876
2453344.7323394,1.003966,0.008226,1,-0.009709722351686878
2453344.7327216,0.995155,0.008903,1,-0.009601288987028056
2453344.7328491,0.991403,0.008605,1,-0.009565116216180058
2453344.7329765,1.01479,0.008454,1,-0.009528971849363188
2453344.7331039,0.999078,0.008645,1,-0.009492827350442212
2453344.7332314,0.99785,0.008463,1,-0.009456654579594215
2453344.7333588,1.00442,0.008492,1,-0.009420510212777344
2453344.7334862,1.00197,0.008423,1,-0.009384365713856369
2453344.7336137,0.99762,0.008501,1,-0.00934819294297995
2453344.7337411,1.003978,0.008591,1,-0.0093120485761915
2453344.7339959,0.985324,0.008719,1,-0.009239759710453654
2453344.7341234,1.001301,0.008488,1,-0.009203586939605657
2453344.7342508,1.000941,0.00845,1,-0.009167442440684681
2453344.7347727,1.010401,0.008647,1,-0.009019375237215854
2453344.7349001,1.006666,0.00847,1,-0.008983230738294878
2453344.7350275,0.994454,0.008489,1,-0.00894708637150643
2453344.735155,1.016846,0.008165,1,-0.00891091360063001
2453344.7352824,1.013857,0.008867,1,-0.008874769101709035
2453344.7354098,1.001885,0.008724,1,-0.008838624734892164
2453344.7355373,0.997371,0.008486,1,-0.008802451964044167
2453344.7356647,1.00659,0.008661,1,-0.008766307465123191
2453344.7357921,0.988434,0.008897,1,-0.00873016309830632
2453344.7359196,0.997433,0.008183,1,-0.008693990327458323
2453344.736047,1.006242,0.008452,1,-0.008657845828537347
2453344.7361744,1.000527,0.008434,1,-0.008621701461720477
2453344.7363019,1.000848,0.008642,1,-0.00858552869087248
2453344.7364293,0.996633,0.008413,1,-0.008549384191951503
2453344.7365567,1.009081,0.008496,1,-0.008513239825134633
2453344.7366841,0.991085,0.008133,1,-0.008477095458346184
2453344.7368116,1.005094,0.008502,1,-0.00844092255536566
2453344.736939,1.010395,0.008847,1,-0.00840477818854879
2453344.7370664,1.002503,0.008063,1,-0.008368633821731919
2453344.7371939,0.990801,0.008647,1,-0.008332460918751394
2453344.7373213,0.99516,0.008179,1,-0.008296316551962946
2453344.7374487,0.995829,0.00842,1,-0.008260172185146075
2453344.7375762,0.994932,0.008406,1,-0.00822399928216555
2453344.7377036,1.005519,0.008134,1,-0.008187854915377102
2453344.737831,1.000838,0.008845,1,-0.008151710548560231
2453344.7379584,0.997855,0.008065,1,-0.008115566049639256
2453344.7380859,1.012733,0.008646,1,-0.008079393278791258
2453344.7382133,1.006899,0.008498,1,-0.008043248911974388
2453344.7383407,1.01259,0.008181,1,-0.008007104413053412
2453344.7384682,1.008654,0.008266,1,-0.007970931642176993
2453344.7385956,1.009151,0.008427,1,-0.007934787275388544
2453344.738723,1.012633,0.00865,1,-0.007898642776467568
2453344.7388505,1.000546,0.008406,1,-0.007862470005591149
2453344.7389779,1.004569,0.008179,1,-0.0078263256388027
2453344.7391053,0.988164,0.008128,1,-0.0077901811398817244
2453344.7395786,0.990959,0.0084,1,-0.007655902060690778
2453344.739706,1.012519,0.008845,1,-0.0076197576938739076
2453344.7398336,1.000572,0.008065,1,-0.0075835565189379395
2453344.7399609,1.004216,0.008466,1,-0.007547440424104934
2453344.7400884,1.008765,0.008629,1,-0.007511267653228515
2453344.7402157,1.001258,0.00845,1,-0.007475151558367088
2453344.7403432,0.988649,0.008178,1,-0.007438978787490669
2453344.7404706,0.985238,0.008237,1,-0.00740283442070222
2453344.740598,1.001298,0.008424,1,-0.007366689921781244
2453344.7407256,0.995915,0.008632,1,-0.007330488746845276
2453344.7408529,0.998763,0.008405,1,-0.007294372784116376
2453344.7409804,1.001666,0.008168,1,-0.007258200013239957
2453344.7411078,1.000015,0.008121,1,-0.007222055514318981
2453344.7412352,0.980156,0.008394,1,-0.007185911147530533
2453344.7413626,1.002128,0.008843,1,-0.007149766648609557
2453344.74149,1.006999,0.008318,1,-0.007113622281792686
2453344.7416176,1.007594,0.008063,1,-0.007077421106856718
2453344.7417449,0.996072,0.008477,1,-0.007041305012023713
2453344.7419998,1.009167,0.008647,1,-0.0069689878743304234
2453344.7422546,1.008845,0.008445,1,-0.006896699008620999
2453344.7423821,0.994433,0.008175,1,-0.00686052623774458
2453344.7425096,1.004521,0.00824,1,-0.006824353466896582
2453344.7426369,1.012654,0.008423,1,-0.006788237372035155
2453344.7427645,1.000971,0.008628,1,-0.006752036197099187
2453344.7428918,1.000878,0.008162,1,-0.00671592010223776
2453344.7430192,1.016855,0.008393,1,-0.0066797757354493115
2453344.7432741,0.993729,0.008314,1,-0.006607458465651916
2453344.7434016,1.013223,0.008621,1,-0.006571285694775497
2453344.7435289,1.004742,0.008479,1,-0.006535169599942492
2453344.7436565,1.014946,0.008271,1,-0.006498968557110629
2453344.7437838,1.000587,0.008445,1,-0.006462852462249202
2453344.7439113,1.003528,0.008629,1,-0.006426679691401205
2453344.7444331,0.997273,0.008237,1,-0.006278640759887821
2453344.7445605,0.992393,0.00843,1,-0.0062424962609668455
2453344.744688,0.986528,0.008625,1,-0.006206323490090426
2453344.7448154,1.006799,0.008486,1,-0.006170179123301978
2453344.7449428,1.002894,0.008162,1,-0.006134034624381002
2453344.7450703,1.003573,0.008436,1,-0.0060978618535045825
2453344.7451977,0.991103,0.008388,1,-0.006061717486687712
2453344.7453251,0.983812,0.008604,1,-0.006025572987795158
2453344.7454525,0.987678,0.008317,1,-0.005989428620978288
2453344.74558,0.987252,0.008492,1,-0.005953255850101868
2453344.7457074,1.00245,0.00848,1,-0.005917111351180893
2453344.7458348,0.984898,0.008237,1,-0.005880966984392444
2453344.7459623,1.007537,0.008446,1,-0.005844794213516025
2453344.7460897,0.988581,0.008595,1,-0.005808649714595049
2453344.7462171,1.004421,0.008238,1,-0.0057725053478066
2453344.7463446,1.004854,0.008417,1,-0.005736332576930181
2453344.746472,1.001086,0.008473,1,-0.005700188078009205
2453344.7465994,1.01525,0.008165,1,-0.0056640437112207564
2453344.7467269,1.002047,0.008428,1,-0.005627870940344337
2453344.7468543,0.993102,0.008389,1,-0.005591726441423361
2453344.7469817,0.992806,0.008316,1,-0.005555582074606491
2453344.7471091,0.99942,0.008544,1,-0.005519437575713937
2453344.7472366,0.995081,0.008475,1,-0.005483264804837518
2453344.747364,1.000439,0.008231,1,-0.005447120438020647
2453344.7474914,0.993327,0.0086,1,-0.0054109759390996715
2453344.7476189,1.00128,0.00841,1,-0.005374803168251674
2453344.7477463,1.016912,0.008469,1,-0.0053386588014348035
2453344.7478737,1.003605,0.008776,1,-0.005302514302513828
2453344.7480012,1.003858,0.008516,1,-0.00526634153166583
2453344.7481286,1.009668,0.008594,1,-0.00523019716484896
2453344.748256,1.021287,0.008926,1,-0.005194052665927984
2453344.7483834,0.994178,0.008549,1,-0.005157908299139535
2453344.7485109,1.01502,0.008467,1,-0.005121735528263116
2453344.7486383,0.998617,0.008225,1,-0.00508559102934214
2453344.7487657,0.994081,0.008656,1,-0.00504944666252527
2453344.7492391,1.006264,0.0086,1,-0.0049151391792747745
2453344.7493666,0.999843,0.008505,1,-0.004878966408426777
2453344.749494,1.002291,0.008407,1,-0.004842822041609907
2453344.7496214,1.000342,0.008503,1,-0.004806677542688931
2453344.7497488,1.009543,0.00847,1,-0.00477053317587206
2453344.7498763,1.002767,0.008735,1,-0.004734360405024063
2453344.7500037,0.989413,0.008423,1,-0.004698215906103087
2453344.7501311,1.002471,0.008496,1,-0.004662071539286217
2453344.7502586,0.992531,0.008595,1,-0.004625898768438219
2453344.7505134,1.007264,0.008911,1,-0.004553609902700373
2453344.7506409,0.997004,0.008458,1,-0.004517437131852375
2453344.7507683,0.978811,0.008232,1,-0.0044812926329314
2453344.7508957,0.987696,0.008645,1,-0.004445148266114529
2453344.7510231,0.987561,0.0086,1,-0.004409003767193553
2453344.7511506,0.992519,0.008501,1,-0.004372830996345556
2453344.751278,0.993422,0.008413,1,-0.0043366866295286854
2453344.7514054,0.999067,0.008503,1,-0.00430054213060771
2453344.7515329,1.011345,0.008471,1,-0.00426436935973129
2453344.7516603,1.006097,0.008729,1,-0.004228224992942842
2453344.7517877,1.000186,0.008425,1,-0.004192080494021866
2453344.7519152,0.98956,0.008492,1,-0.004155907723145447
2453344.75217,1.002658,0.008595,1,-0.004083618857436022
2453344.7522975,0.988804,0.008903,1,-0.004047446086559603
2453344.7524249,1.005259,0.008458,1,-0.004011301719771154
2453344.7525523,0.998577,0.008646,1,-0.003975157220850178
2453344.7526797,0.992167,0.008498,1,-0.003939012854033308
2453344.7528072,1.004591,0.008505,1,-0.003902840083156889
2453344.7529346,0.994162,0.008476,1,-0.0038666955842643347
2453344.7531895,0.996246,0.008725,1,-0.003794378446571045
2453344.7533169,1.002577,0.008166,1,-0.0037582339476500692
2453344.7534443,1.005259,0.008873,1,-0.0037220895808616206
2453344.7535718,1.006834,0.008908,1,-0.0036859168099852013
2453344.7542211,1.008325,0.00808,1,-0.0035017051075953987
2453344.7543485,0.999346,0.008454,1,-0.0034655606087028445
2453344.7546032,0.997259,0.008659,1,-0.003393300147024547
2453344.7547308,0.990079,0.008644,1,-0.003357098972088579
2453344.7548581,0.99257,0.008186,1,-0.0033209830093596793
2453344.7549856,1.00912,0.008498,1,-0.00328481023848326
2453344.7551131,0.99769,0.008434,1,-0.0032486373355027354
2453344.7552405,1.009961,0.008506,1,-0.0032124929687142867
2453344.7553679,1.000761,0.008414,1,-0.0031763486018974163
2453344.7554954,1.003506,0.008729,1,-0.0031401756989168916
2453344.7556228,1.018849,0.008135,1,-0.003104031332128443
2453344.7557501,1.00587,0.008492,1,-0.003067915237267016
2453344.7558777,0.981008,0.008845,1,-0.003031714062331048
2453344.7560051,1.004086,0.008905,1,-0.0029955696955425992
2453344.7561325,0.994076,0.008066,1,-0.002959425328725729
2453344.7563874,1.00541,0.008455,1,-0.0028871080589283338
2453344.7565148,0.993242,0.008645,1,-0.002850963692139885
2453344.7566421,1.003325,0.008646,1,-0.002814847597278458
2453344.7568971,0.980118,0.008179,1,-0.0027425020555540414
2453344.7570245,1.001186,0.008491,1,-0.0027063575566330655
2453344.757152,1.00334,0.008431,1,-0.0026701847857566463
2453344.7572794,0.991263,0.008502,1,-0.0026340404189681976
2453344.7574068,0.996219,0.008408,1,-0.002597895920047222
2453344.7575341,0.994089,0.008132,1,-0.002561779825185795
2453344.7576617,1.002918,0.008845,1,-0.002525578782353932
2453344.7577891,1.008627,0.008065,1,-0.002489434283461378
2453344.7579166,1.007706,0.008493,1,-0.002453261512584959
2453344.758044,0.993543,0.008646,1,-0.0024171171457680884
2453344.7581714,0.991136,0.008263,1,-0.0023809726468471126
2453344.7582988,1.002115,0.008179,1,-0.002344828280058664
2453344.7584262,0.99702,0.008646,1,-0.002308683781137688
2453344.759027,0.996763,0.008426,1,-0.0021382319310703224
2453344.7591544,1.011718,0.008176,1,-0.002102087564253452
2453344.7592818,0.993417,0.008408,1,-0.002065943065360898
2453344.7594093,0.997372,0.008398,1,-0.0020297702944844787
2453344.7595367,0.989419,0.008128,1,-0.0019936259276676083
2453344.7596641,1.005272,0.008327,1,-0.001957481428775054
2453344.7597916,1.000412,0.008847,1,-0.001921308657898635
2453344.759919,0.978932,0.00806,1,-0.0018851642910817645
2453344.7600464,1.003024,0.00845,1,-0.0018490197921607887
2453344.7603013,0.987787,0.008642,1,-0.0017767026544959208
2453344.7604287,0.999955,0.008243,1,-0.001740558155574945
2453344.7605561,0.993429,0.008178,1,-0.0017044137887864963
2453344.760811,0.988487,0.008629,1,-0.0016320965189891012
2453344.7609384,0.994471,0.00842,1,-0.0015959521522006526
2453344.7610659,0.993281,0.008166,1,-0.0015597793813242333
2453344.7611933,0.992577,0.008408,1,-0.0015236348824032575
2453344.7613207,0.996683,0.008393,1,-0.0014874905155863871
2453344.7614481,0.996815,0.008132,1,-0.001451346016693833
2453344.7615756,1.005131,0.008321,1,-0.0014151732458174138
2453344.761703,1.009378,0.008847,1,-0.0013790288790005434
2453344.7618304,1.015822,0.00848,1,-0.0013428843800795676
2453344.7619579,0.998043,0.008063,1,-0.00130671160923157
2453344.7620853,1.000618,0.008645,1,-0.0012705672424146996
2453344.7622127,1.000707,0.008179,1,-0.0012344227434937238
2453344.7623402,1.006956,0.008628,1,-0.0011982499726457263
2453344.7624676,0.98034,0.008426,1,-0.001162105605828856
2453344.762595,0.987935,0.008163,1,-0.00112596110690788
2453344.7627225,1.002669,0.008307,1,-0.0010897883360314609
2453344.7628499,1.014888,0.008622,1,-0.0010536439692430122
2453344.7629773,1.012841,0.008479,1,-0.0010174994703220364
2453344.7631047,1.007815,0.008271,1,-0.000981355103505166
2453344.7632322,1.006131,0.008442,1,-0.0009451823326571684
2453549.088663,0.970504,0.008241,1,-0.03214951279329625
2453549.0887904,1.000401,0.00891,1,-0.03211336842647938
2453549.0889178,1.001288,0.008611,1,-0.03207722392758683
2453549.0890453,0.992865,0.008454,1,-0.03204105115671041
2453549.0891727,0.986072,0.008421,1,-0.03200490678989354
2453549.0893001,0.993605,0.008637,1,-0.03196876229097256
2453549.0894275,0.982393,0.008477,1,-0.031932617924184115
2453549.089555,0.983284,0.008487,1,-0.031896445153307695
2453549.0896824,0.999741,0.008434,1,-0.03186030065438672
2453549.0898098,0.996181,0.008498,1,-0.03182415628759827
2453549.0899373,0.989783,0.008603,1,-0.03178798351672185
2453549.0900647,0.99115,0.008717,1,-0.031751839017800876
2453549.0901921,0.994803,0.008557,1,-0.03171569465101243
2453549.0903196,0.977863,0.008479,1,-0.03167952188013601
2453549.090447,0.98716,0.008241,1,-0.03164337738121503
2453549.0905744,0.981279,0.008891,1,-0.03160723301439816
2453549.0907019,0.974589,0.008608,1,-0.031571060243550164
2453549.0908293,0.969923,0.00842,1,-0.03153491574462919
2453549.0909567,0.983914,0.008629,1,-0.03149877137781232
2453549.0910841,0.975135,0.00847,1,-0.03146262701102387
2453549.0912116,0.971853,0.008428,1,-0.031426454108043345
2453549.091339,0.988578,0.00849,1,-0.031390309741226474
2453549.0914664,0.979945,0.008601,1,-0.031354165374438026
2453549.0915939,0.989679,0.008555,1,-0.0313179924714575
2453549.0917213,0.984097,0.008477,1,-0.03128184810464063
2453549.0918487,0.975357,0.008239,1,-0.03124570373782376
2453549.0919762,0.981803,0.008887,1,-0.031209530834843235
2453549.0921036,0.998571,0.008609,1,-0.031173386468054787
2453549.092231,0.984746,0.008442,1,-0.031137242101237916
2453549.0923584,0.976528,0.008419,1,-0.03110109760231694
2453549.0924859,0.999164,0.008634,1,-0.031064924831468943
2453549.0926133,0.9668,0.008473,1,-0.031028780464652073
2453549.0927407,0.991599,0.008483,1,-0.030992635965731097
2453549.0928682,0.999986,0.00843,1,-0.0309564631948831
2453549.0929956,0.986154,0.008489,1,-0.03092031882806623
2453549.0934689,0.981023,0.0086,1,-0.030786039748875282
2453549.0935963,0.986682,0.008712,1,-0.030749895249954307
2453549.0937237,0.989791,0.008556,1,-0.030713750883137436
2453549.0938512,0.988681,0.008477,1,-0.03067757811228944
2453549.0939786,0.989568,0.008234,1,-0.030641433613368463
2453549.094106,0.992905,0.008891,1,-0.030605289246551592
2453549.0942334,0.988176,0.008607,1,-0.030569144747630617
2453549.0944883,0.987468,0.008435,1,-0.03049682760996575
2453549.0946157,0.986514,0.008421,1,-0.030460683111044773
2453549.0947432,0.966381,0.008626,1,-0.030424510340196775
2453549.0948706,0.987343,0.008476,1,-0.030388365973379905
2453549.094998,0.994085,0.008483,1,-0.03035222147445893
2453549.0951255,0.998056,0.008431,1,-0.03031604870358251
2453549.0952529,0.988001,0.008486,1,-0.03027990433679406
2453549.0953803,0.996337,0.0086,1,-0.030243759837873085
2453549.0955079,0.983912,0.008712,1,-0.030207558662937117
2453549.0956352,0.977643,0.008475,1,-0.030171442700208218
2453549.0957626,0.980425,0.008889,1,-0.03013529820128724
2453549.09589,0.983162,0.008439,1,-0.03009915383447037
2453549.0960175,0.98297,0.008628,1,-0.030062981063622374
2453549.0961449,0.987287,0.00848,1,-0.030026836564701398
2453549.0962723,0.982234,0.008476,1,-0.029990692197884528
2453549.0963999,0.996434,0.00817,1,-0.02995449102294856
2453549.0965272,0.99527,0.008491,1,-0.029918374928115554
2453549.0966546,0.991429,0.008877,1,-0.029882230561298684
2453549.0967821,0.986532,0.008084,1,-0.029846057790422265
2453549.0969095,0.990466,0.008664,1,-0.02980991329152971
2453549.0970369,0.997256,0.008194,1,-0.02977376892471284
2453549.0971644,0.999034,0.008436,1,-0.02973759615383642
2453549.0972919,1.00224,0.008419,1,-0.029701423382988423
2453549.0974192,0.980696,0.008142,1,-0.029665307288126996
2453549.0975466,1.011444,0.008857,1,-0.029629162921310126
2453549.0976741,0.993074,0.008077,1,-0.0295929900183296
2453549.0978015,0.990292,0.008654,1,-0.029556845651541153
2453549.0983234,0.989409,0.008188,1,-0.02940877831596822
2453549.0984508,0.975994,0.00843,1,-0.02937263394915135
2453549.0985782,0.973543,0.008368,1,-0.029336489450230374
2453549.0987057,0.965929,0.008132,1,-0.029300316679353955
2453549.0988331,0.980586,0.008852,1,-0.029264172312565506
2453549.0989605,0.970773,0.008073,1,-0.02922802781364453
2453549.099088,0.986793,0.008653,1,-0.02919185504276811
2453549.0992154,0.966633,0.008182,1,-0.029155710675979662
2453549.0993428,0.997705,0.008435,1,-0.029119566177058687
2453549.0995977,0.983211,0.008411,1,-0.02904724903939382
2453549.0997251,0.981836,0.008133,1,-0.029011104540472843
2453549.0998525,0.983846,0.008852,1,-0.028974960173655973
2453549.09998,0.990527,0.008068,1,-0.028938787402779553
2453549.1001074,0.971305,0.008652,1,-0.028902642903887
2453549.1002348,0.991507,0.008183,1,-0.02886649853707013
2453549.1003623,0.978572,0.008429,1,-0.02883032576619371
2453549.1004897,0.974486,0.008414,1,-0.028794181267272734
2453549.1006171,0.982997,0.008131,1,-0.028758036900484285
2453549.1007446,0.978149,0.00885,1,-0.028721864129607866
2453549.100872,0.983054,0.008067,1,-0.02868571963068689
2453549.1009994,0.991182,0.008651,1,-0.02864957526389844
2453549.1011269,0.981181,0.008181,1,-0.028613402493022022
2453549.1012543,0.985009,0.008431,1,-0.028577257994101046
2453549.1013817,0.999408,0.008624,1,-0.028541113627312598
2453549.1015091,0.994374,0.008268,1,-0.028504969260495727
2453549.1016366,0.974885,0.008633,1,-0.028468796357515203
2453549.101764,1.001517,0.008437,1,-0.028432651990698332
2453549.1018914,0.982766,0.008486,1,-0.028396507623909883
2453549.1020189,0.978818,0.008438,1,-0.02836033472092936
2453549.1021463,0.981765,0.008607,1,-0.02832419035411249
2453549.1022737,0.974737,0.008558,1,-0.02828804598732404
2453549.1024012,0.971253,0.008242,1,-0.028251873084343515
2453549.1025286,0.979031,0.008613,1,-0.028215728717526645
2453549.102656,0.989183,0.008425,1,-0.028179584350738196
2453549.1031294,0.995081,0.008479,1,-0.02804527686745928
2453549.1032567,0.989625,0.008433,1,-0.028009160772626274
2453549.1033843,0.986966,0.008605,1,-0.027972959597690306
2453549.1035117,0.972791,0.008555,1,-0.027936815230873435
2453549.1037666,0.966664,0.008224,1,-0.027864497961104462
2453549.103894,0.989111,0.008611,1,-0.02782835359428759
2453549.1040214,0.977079,0.008421,1,-0.027792209095366616
2453549.1041487,0.983004,0.008479,1,-0.027756093132637716
2453549.1042763,0.982273,0.008434,1,-0.027719891957701748
2453549.1044037,0.984173,0.008604,1,-0.027683747458780772
2453549.1045311,0.997627,0.008557,1,-0.027647603091992323
2453549.1046586,0.977822,0.00824,1,-0.027611430321115904
2453549.1049134,0.983275,0.008612,1,-0.027539141455378058
2453549.1050407,0.980523,0.008416,1,-0.027503025360545053
2453549.1051683,0.987564,0.008428,1,-0.027466824185609084
2453549.1052957,0.976302,0.0086,1,-0.027430679818792214
2453549.1054231,0.974982,0.008552,1,-0.027394535452003765
2453549.105678,0.983102,0.008241,1,-0.02732221818220637
2453549.1058054,0.984939,0.00861,1,-0.02728607381541792
2453549.1059328,0.997958,0.008421,1,-0.027249929316496946
2453549.1060603,0.982657,0.008476,1,-0.027213756545620527
2453549.1061876,1.002684,0.008431,1,-0.0271776404507591
2453549.1063152,0.982875,0.008603,1,-0.02714143927582313
2453549.1064426,0.999965,0.008483,1,-0.027105294909034683
2453549.10657,0.994049,0.008171,1,-0.027069150542217812
2453549.1066975,0.975141,0.008876,1,-0.027032977639237288
2453549.1068248,0.991621,0.008084,1,-0.026996861676508388
2453549.1069523,0.980949,0.008664,1,-0.02696068890563197
2453549.1070796,0.980773,0.008193,1,-0.026924572810770542
2453549.1072072,0.983038,0.008439,1,-0.026888371635862995
2453549.1073346,0.986368,0.00842,1,-0.026852227269046125
2453549.107462,0.989119,0.008137,1,-0.02681608277012515
2453549.1080081,0.987299,0.008856,1,-0.026661149710434984
2453549.1081355,0.994209,0.008073,1,-0.026625005343618113
2453549.108263,0.990422,0.008655,1,-0.026588832572741694
2453549.1083904,0.968891,0.008184,1,-0.02655268807384914
2453549.1085178,0.992073,0.00844,1,-0.02651654370703227
2453549.1086453,0.989803,0.008413,1,-0.02648037093615585
2453549.1087727,1.000898,0.008137,1,-0.026444226437234875
2453549.1089001,0.984593,0.008851,1,-0.026408082070446426
2453549.1090275,0.993665,0.00807,1,-0.026371937703629555
2453549.109155,0.986671,0.008653,1,-0.02633576480064903
2453549.1092824,0.983834,0.008181,1,-0.026299620433860582
2453549.1094098,0.98943,0.008433,1,-0.026263476067043712
