,Transit Depth,Transit Duration (days),Baseline Flux,Points in Transit,Total Points,RMS Scatter,Model Parameters,Planet Radius (Jupiter radii),Semi-major Axis (AU),Impact Parameter
PLC,-0.00694399999999995,0.2412232800893219,0.989577,1127,2392,0.010746911788527902,"[0.006327112413701715, 0.1, 0.0]",,0.04533043866801457,
